Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
United States,Microsoft SQL Server,14,Full time employee,No,150,Not Asked,Not Asked,137500
Canada,Microsoft SQL Server,15,Full time employee,Yes,20,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,10,Full time employee,No,5,Not Asked,Not Asked,82000
United States,Microsoft SQL Server,20,Full time employee,No,25,Not Asked,Not Asked,100000
Slovenia,Microsoft SQL Server,2,Full time employee,No,50,Not Asked,Not Asked,16000
Ireland,Microsoft SQL Server,15,Full time employee,Yes,5,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,4,Full time employee,No,1,Not Asked,Not Asked,42500
United States,Microsoft SQL Server,10,Full time employee,Yes,24,Not Asked,Not Asked,123847
United States,Microsoft SQL Server,14,Full time employee,No,8,Not Asked,Not Asked,145493
United States,Microsoft SQL Server,6,Full time employee,No,16,Not Asked,Not Asked,99000
United States,Microsoft SQL Server,8,Full time employee,No,30,Not Asked,Not Asked,125000
United States,Oracle,15,Full time employee,No,20,Not Asked,Not Asked,109000
United States,Microsoft SQL Server,12,Full time employee,No,3,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,8,Full time employee,No,2,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,6,Full time employee,No,7,Not Asked,Not Asked,83000
United States,Microsoft SQL Server,15,Full time employee,No,15,Not Asked,Not Asked,60000
United States,Microsoft SQL Server,18,Full time employee,No,7,Not Asked,Not Asked,81000
United States,Microsoft SQL Server,8,Full time employee,No,2,Not Asked,Not Asked,102500
Netherlands,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,80,Not Asked,Not Asked,56140
United States,Microsoft SQL Server,23,Full time employee,No,10,Not Asked,Not Asked,93000
United States,Microsoft SQL Server,23,Full time employee,No,32,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,No,50000,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,13,Full time employee,No,3,Not Asked,Not Asked,95000
United Kingdom,Microsoft SQL Server,6,Full time employee,Yes,70,Not Asked,Not Asked,86000
United States,Microsoft SQL Server,15,Full time employee,No,28,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,2,Full time employee,No,110,Not Asked,Not Asked,35000
Germany,Microsoft SQL Server,6,Full time employee,Yes,100,Not Asked,Not Asked,40100
United States,Microsoft SQL Server,6,Full time employee,No,16,Not Asked,Not Asked,87491
United States,Microsoft SQL Server,5,Full time employee,No,2,Not Asked,Not Asked,77850
United States,Microsoft SQL Server,3,Full time employee,No,75,Not Asked,Not Asked,84000
United States,Microsoft SQL Server,12,Full time employee,No,6,Not Asked,Not Asked,103000
United States,Microsoft SQL Server,14,Independent or freelancer or company owner,No,100,Not Asked,Not Asked,190000
United States,Microsoft SQL Server,15,Full time employee,No,200,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,15,Full time employee,No,2500,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,6,Full time employee,No,5,Not Asked,Not Asked,72000
United States,Microsoft SQL Server,20,Full time employee,No,200,Not Asked,Not Asked,100000
Canada,Microsoft SQL Server,14,Full time employee,Yes,4,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,10,Independent or freelancer or company owner,No,1,Not Asked,Not Asked,87360
Uganda,Microsoft SQL Server,15,Full time employee,No,3,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,11,Full time employee,No,40,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,40,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,1,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,12,Full time employee,No,13,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,13,Full time employee of a consulting/contracting company,No,50,Not Asked,Not Asked,127500
United States,Microsoft SQL Server,15,Full time employee,No,45,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,15,Full time employee,Yes,12,Not Asked,Not Asked,99220
Canada,Microsoft SQL Server,17,Full time employee,No,500,Not Asked,Not Asked,66000
United States,Microsoft SQL Server,10,Full time employee,No,12,Not Asked,Not Asked,171000
Germany,Microsoft SQL Server,4,Full time employee,No,9,Not Asked,Not Asked,55000
United States,Microsoft SQL Server,17,Full time employee,No,200,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,17,Full time employee,Yes,40,Not Asked,Not Asked,180000
United States,Microsoft SQL Server,13,Full time employee,Yes,1,Not Asked,Not Asked,145000
United States,Microsoft SQL Server,10,Full time employee,No,45,Not Asked,Not Asked,67418
United States,Microsoft SQL Server,25,Full time employee,Yes,410,Not Asked,Not Asked,135000
United Kingdom,Microsoft SQL Server,10,Full time employee,Yes,100,Not Asked,Not Asked,60000
United States,Microsoft SQL Server,18,Full time employee,No,29,Not Asked,Not Asked,98670
United States,Microsoft SQL Server,7,Full time employee,No,5,Not Asked,Not Asked,85000
India,Microsoft SQL Server,12,Full time employee,Yes,22,Not Asked,Not Asked,40000
Switzerland,Microsoft SQL Server,21,Full time employee,Yes,80,Not Asked,Not Asked,118000
United States,Microsoft SQL Server,10,Full time employee,Yes,300,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,8,Full time employee,No,12,Not Asked,Not Asked,86735
United Kingdom,Microsoft SQL Server,3,Full time employee,Yes,4,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,15,Full time employee,Yes,20,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,8,Full time employee,Yes,7,Not Asked,Not Asked,48000
Russia,Microsoft SQL Server,5,Full time employee,Yes,200,Not Asked,Not Asked,12000
United States,Microsoft SQL Server,19,Full time employee,No,5,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,18,Full time employee,No,30,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,10,Full time employee,No,3,Not Asked,Not Asked,84000
United States,Microsoft SQL Server,8,Full time employee,No,10,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,16,Full time employee,No,6,Not Asked,Not Asked,156000
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Yes,100,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,6,Full time employee,No,4,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,15,Full time employee,No,2000,Not Asked,Not Asked,165000
United States,Microsoft SQL Server,7,Full time employee,No,15,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,5,Full time employee,Yes,25,Not Asked,Not Asked,145000
United States,Microsoft SQL Server,10,Full time employee,No,15,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,4,Full time employee,No,18,Not Asked,Not Asked,122000
United States,Oracle,18,Full time employee,No,25,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,15,Full time employee,No,3,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,1,Full time employee,No,15,Not Asked,Not Asked,65000
Denmark,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Yes,500,Not Asked,Not Asked,120000
United Kingdom,Microsoft SQL Server,4,Full time employee,Yes,10,Not Asked,Not Asked,74424
United States,Microsoft SQL Server,13,Full time employee,Yes,20,Not Asked,Not Asked,129000
United States,Microsoft SQL Server,20,Full time employee,No,6,Not Asked,Not Asked,160000
Canada,Microsoft SQL Server,7,Full time employee,Yes,8,Not Asked,Not Asked,66000
United States,Microsoft SQL Server,6,Full time employee,No,5,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,4,Full time employee,No,20,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,22,Full time employee,Yes,30,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,17,Full time employee,Yes,32,Not Asked,Not Asked,119000
United States,Microsoft SQL Server,5,Full time employee,Yes,100,Not Asked,Not Asked,140000
United States,Microsoft Access,13,Full time employee,No,3,Not Asked,Not Asked,87100
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Yes,9,Not Asked,Not Asked,96000
United States,Microsoft SQL Server,18,Full time employee,No,70,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,4,Full time employee,No,6,Not Asked,Not Asked,78000
United States,Microsoft SQL Server,18,Full time employee,No,30,Not Asked,Not Asked,120000
United Kingdom,Microsoft SQL Server,16,Full time employee,No,11,Not Asked,Not Asked,53500
Ireland,Microsoft SQL Server,20,Full time employee,No,50,Not Asked,Not Asked,63000
United States,Microsoft SQL Server,6,Full time employee,Yes,4,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,12,Full time employee,No,10,Not Asked,Not Asked,74000
United States,Microsoft SQL Server,20,Full time employee,Yes,10,Not Asked,Not Asked,170000
United Kingdom,Microsoft SQL Server,16,Full time employee,No,20,Not Asked,Not Asked,77000
United States,Microsoft SQL Server,10,Full time employee,Yes,1,Not Asked,Not Asked,117500
Portugal,Microsoft SQL Server,10,Full time employee,Yes,3,Not Asked,Not Asked,39000
United Kingdom,Microsoft SQL Server,5,Full time employee,No,150,Not Asked,Not Asked,53343
United States,Microsoft SQL Server,18,Full time employee,Yes,10,Not Asked,Not Asked,160000
United States,Microsoft SQL Server,14,Full time employee,No,50,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,15,Full time employee,No,150,Not Asked,Not Asked,150000
United States,Microsoft SQL Server,8,Full time employee,No,25,Not Asked,Not Asked,123000
United States,Microsoft SQL Server,4,Full time employee,No,50,Not Asked,Not Asked,62500
Canada,Microsoft SQL Server,6,Full time employee,No,10,Not Asked,Not Asked,59000
United States,Microsoft SQL Server,3,Full time employee,Yes,3,Not Asked,Not Asked,125000
Ireland,Microsoft SQL Server,20,Full time employee,No,60,Not Asked,Not Asked,85000
United States,Microsoft SQL Server,5,Full time employee,No,5,Not Asked,Not Asked,95000
United Kingdom,Microsoft SQL Server,12,Full time employee,No,50,Not Asked,Not Asked,81000
United States,Microsoft SQL Server,13,Full time employee,No,28,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,18,Full time employee,No,5,Not Asked,Not Asked,123000
United States,Microsoft SQL Server,8,Full time employee,Yes,2,Not Asked,Not Asked,84000
United States,Microsoft SQL Server,6,Full time employee,No,21,Not Asked,Not Asked,81000
United States,Microsoft SQL Server,16,Full time employee,No,1200,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,10,Full time employee,No,16,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,20,Full time employee,No,11,Not Asked,Not Asked,112874
United States,Microsoft SQL Server,16,Full time employee,No,135,Not Asked,Not Asked,98500
United States,Microsoft SQL Server,20,Full time employee,Yes,4,Not Asked,Not Asked,137000
United States,Microsoft SQL Server,3,Full time employee,Yes,38,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,11,Full time employee,Yes,30,Not Asked,Not Asked,106000
United States,Microsoft SQL Server,17,Full time employee,No,50,Not Asked,Not Asked,110000
Netherlands,Microsoft SQL Server,6,Full time employee,No,150,Not Asked,Not Asked,55670
United States,Microsoft SQL Server,5,Full time employee,No,4,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,12,Full time employee,No,90,Not Asked,Not Asked,112350
United States,Microsoft SQL Server,7,Full time employee,No,3,Not Asked,Not Asked,47000
United States,Microsoft SQL Server,20,Full time employee,No,20,Not Asked,Not Asked,86000
United States,Microsoft SQL Server,23,Full time employee,No,650,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,17,Full time employee,No,12,Not Asked,Not Asked,89500
United States,Microsoft SQL Server,20,Full time employee,Yes,30,Not Asked,Not Asked,100000
United Kingdom,Microsoft SQL Server,8,Full time employee,No,6,Not Asked,Not Asked,47450
United States,Microsoft SQL Server,20,Full time employee,No,20,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,10,Full time employee,Yes,1,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,10,Full time employee,No,150,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,10,Full time employee,No,5,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,16,Full time employee,No,4,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,15,Full time employee,No,8,Not Asked,Not Asked,145000
United States,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,Yes,20,Not Asked,Not Asked,100000
Canada,Microsoft SQL Server,13,Full time employee,No,16,Not Asked,Not Asked,56000
United States,Microsoft SQL Server,12,Full time employee,No,13,Not Asked,Not Asked,82000
Mexico,Microsoft SQL Server,15,Full time employee,Yes,10,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,12,Full time employee,No,10,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,10,Full time employee,Yes,150,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,8,Full time employee,No,135,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,12,Full time employee,Yes,80,Not Asked,Not Asked,145000
Romania,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Not Asked,20000
United States,Oracle,16,Full time employee,No,20,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,10,Full time employee,No,6,Not Asked,Not Asked,99257
United States,Microsoft SQL Server,10,Full time employee,No,500,Not Asked,Not Asked,88000
United States,Microsoft SQL Server,3,Full time employee,No,1,Not Asked,Not Asked,60000
United States,Microsoft SQL Server,16,Full time employee,No,45,Not Asked,Not Asked,104500
United States,Microsoft SQL Server,8,Full time employee,No,226,Not Asked,Not Asked,94000
United States,Microsoft SQL Server,3,Full time employee,No,30,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,15,Full time employee,No,20,Not Asked,Not Asked,91520
United States,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,4,Full time employee,No,175,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,2,Full time employee,No,2,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,4,Full time employee,No,10,Not Asked,Not Asked,69725
United States,Microsoft SQL Server,10,Full time employee,Yes,4,Not Asked,Not Asked,88000
United States,Microsoft SQL Server,14,Full time employee,No,8,Not Asked,Not Asked,84048
United States,Microsoft SQL Server,4,Full time employee,No,40,Not Asked,Not Asked,77000
United States,Microsoft SQL Server,17,Full time employee,Yes,3,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,5,Full time employee,No,6,Not Asked,Not Asked,62000
United States,Microsoft SQL Server,10,Full time employee,No,50,Not Asked,Not Asked,92500
United States,Microsoft SQL Server,10,Full time employee,No,25,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,No,15,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,20,Full time employee,No,67,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,Yes,100,Not Asked,Not Asked,137000
United States,Microsoft SQL Server,17,Full time employee,Yes,2700,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,25,Full time employee,Yes,100,Not Asked,Not Asked,120000
United Kingdom,Microsoft SQL Server,10,Full time employee,Yes,4,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,6,Full time employee,Yes,60,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,30,Full time employee,No,35,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,15,Full time employee,No,360,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,3,Full time employee,No,67,Not Asked,Not Asked,73000
United States,Microsoft SQL Server,17,Full time employee,Yes,8,Not Asked,Not Asked,97000
Netherlands,Microsoft SQL Server,16,Independent or freelancer or company owner,No,100,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,14,Full time employee,No,40,Not Asked,Not Asked,119000
United States,Microsoft SQL Server,11,Full time employee,No,80,Not Asked,Not Asked,82000
United States,Microsoft SQL Server,12,Full time employee,Yes,15,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,3,Full time employee,No,7,Not Asked,Not Asked,77000
United States,Microsoft SQL Server,20,Full time employee,No,22,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,15,Full time employee,No,200,Not Asked,Not Asked,98800
United States,Microsoft SQL Server,17,Full time employee,No,3,Not Asked,Not Asked,103000
United States,Microsoft SQL Server,12,Full time employee,No,89,Not Asked,Not Asked,93500
United States,Microsoft SQL Server,7,Full time employee,No,500,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,20,Full time employee,No,12,Not Asked,Not Asked,115544
United States,Microsoft SQL Server,15,Full time employee,No,30,Not Asked,Not Asked,108000
United States,Microsoft SQL Server,14,Full time employee,Yes,6,Not Asked,Not Asked,155000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,Yes,8,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,20,Full time employee,No,1000,Not Asked,Not Asked,148000
Canada,Microsoft SQL Server,25,Full time employee,Yes,5,Not Asked,Not Asked,57512
United States,Microsoft SQL Server,16,Full time employee,No,5,Not Asked,Not Asked,127500
United States,Oracle,15,Full time employee of a consulting/contracting company,Yes,50,Not Asked,Not Asked,136000
United States,Microsoft SQL Server,17,Full time employee,No,140,Not Asked,Not Asked,115000
Canada,Microsoft SQL Server,11,Full time employee,No,350,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,16,Full time employee,No,400,Not Asked,Not Asked,146000
United States,Microsoft SQL Server,2,Full time employee,No,20,Not Asked,Not Asked,98000
Canada,Microsoft SQL Server,15,Full time employee,No,265,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,18,Full time employee,Yes,3,Not Asked,Not Asked,200000
United States,Microsoft SQL Server,11,Full time employee,No,90,Not Asked,Not Asked,115000
Mexico,Microsoft SQL Server,10,Full time employee,Yes,4,Not Asked,Not Asked,20000
Canada,Microsoft SQL Server,16,Full time employee,No,250,Not Asked,Not Asked,111214
Sweden,Microsoft SQL Server,5,Full time employee,No,70,Not Asked,Not Asked,62666
United States,Microsoft SQL Server,15,Full time employee,Yes,8,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,10,Full time employee,No,5,Not Asked,Not Asked,98600
United States,Microsoft SQL Server,12,Full time employee,No,12,Not Asked,Not Asked,120000
Canada,Microsoft SQL Server,10,Independent or freelancer or company owner,No,4,Not Asked,Not Asked,64500
United States,Microsoft SQL Server,15,Full time employee,Yes,15,Not Asked,Not Asked,155000
United States,Microsoft SQL Server,16,Full time employee,Yes,30,Not Asked,Not Asked,129780
United States,Microsoft SQL Server,9,Full time employee,No,32,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,5,Full time employee,Yes,10,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,17,Full time employee,Yes,10,Not Asked,Not Asked,120000
United Kingdom,Microsoft SQL Server,6,Full time employee,No,65,Not Asked,Not Asked,47414
United Kingdom,Microsoft SQL Server,4,Full time employee,No,6,Not Asked,Not Asked,55908
United States,Microsoft SQL Server,6,Full time employee,No,1,Not Asked,Not Asked,85000
United States,Microsoft SQL Server,10,Full time employee,No,90,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,10,Full time employee,Yes,166,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,8,Full time employee,Yes,6,Not Asked,Not Asked,142500
United States,SAP,5,Full time employee,No,500,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,24,Full time employee of a consulting/contracting company,No,50,Not Asked,Not Asked,90000
United Kingdom,Microsoft SQL Server,14,Full time employee,No,3,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,25,Full time employee,No,40,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,3,Full time employee,Yes,3,Not Asked,Not Asked,39000
United States,Microsoft SQL Server,2,Full time employee,No,714,Not Asked,Not Asked,55600
United States,Microsoft SQL Server,3,Full time employee,No,3,Not Asked,Not Asked,57500
United States,Microsoft SQL Server,15,Independent or freelancer or company owner,No,22,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,9,Full time employee,Yes,30,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,5,Full time employee,Yes,5,Not Asked,Not Asked,76000
United Kingdom,Microsoft SQL Server,9,Full time employee,Yes,2,Not Asked,Not Asked,87000
Canada,Microsoft SQL Server,18,Full time employee,No,50,Not Asked,Not Asked,81000
United States,Other,1,Full time employee,No,6,Not Asked,Not Asked,140000
United States,Microsoft SQL Server,13,Full time employee,No,500,Not Asked,Not Asked,91000
Canada,Microsoft SQL Server,8,Full time employee,Yes,20,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,15,Full time employee,No,40,Not Asked,Not Asked,98000
United States,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Not Asked,96000
United States,Microsoft SQL Server,10,Full time employee,No,6,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,15,Full time employee,No,250,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,13,Full time employee,No,10,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,2,Full time employee,No,3,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,12,Full time employee,No,23,Not Asked,Not Asked,80939
United States,Microsoft SQL Server,10,Full time employee,Yes,5,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,15,Full time employee,No,150,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,4,Full time employee,No,20,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,6,Full time employee of a consulting/contracting company,No,12,Not Asked,Not Asked,85000
United States,Microsoft SQL Server,5,Full time employee,No,20,Not Asked,Not Asked,58000
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Yes,3,Not Asked,Not Asked,149000
United States,Microsoft SQL Server,23,Full time employee,Yes,65,Not Asked,Not Asked,130500
United Kingdom,Microsoft SQL Server,4,Full time employee,No,15,Not Asked,Not Asked,41000
United States,Microsoft SQL Server,7,Full time employee,No,88,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,20,Full time employee,No,1000,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,15,Full time employee,No,8,Not Asked,Not Asked,105000
Germany,Microsoft SQL Server,14,Full time employee,No,3,Not Asked,Not Asked,84826
United States,Microsoft SQL Server,10,Full time employee,No,39,Not Asked,Not Asked,103900
Canada,Microsoft SQL Server,6,Full time employee,No,7,Not Asked,Not Asked,53000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,35,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,9,Full time employee,Yes,10,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,10,Full time employee,Yes,3,Not Asked,Not Asked,91000
United States,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,No,4,Not Asked,Not Asked,108250
United Kingdom,Microsoft SQL Server,9,Full time employee,Yes,100,Not Asked,Not Asked,60000
United States,Microsoft SQL Server,8,Full time employee,No,20,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,17,Full time employee,No,75,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,10,Full time employee,Yes,6,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,20,Full time employee,No,20,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,15,Full time employee,No,5,Not Asked,Not Asked,122000
United States,Microsoft SQL Server,12,Full time employee,No,20,Not Asked,Not Asked,135000
United States,Microsoft SQL Server,12,Full time employee,No,65,Not Asked,Not Asked,116000
United States,Microsoft SQL Server,17,Full time employee,Yes,155,Not Asked,Not Asked,153000
United States,Microsoft SQL Server,4,Full time employee,No,12,Not Asked,Not Asked,65000
Brazil,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,Yes,50,Not Asked,Not Asked,29000
United States,Microsoft SQL Server,6,Full time employee,Yes,2,Not Asked,Not Asked,47240
United States,Microsoft SQL Server,16,Full time employee,No,40,Not Asked,Not Asked,113000
United States,Microsoft SQL Server,19,Full time employee,No,5,Not Asked,Not Asked,155000
United States,Microsoft SQL Server,17,Full time employee,No,6,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,7,Full time employee,Yes,26,Not Asked,Not Asked,132000
United States,Microsoft SQL Server,20,Full time employee,No,6,Not Asked,Not Asked,98000
United States,Microsoft SQL Server,10,Full time employee,No,6,Not Asked,Not Asked,85000
United States,Microsoft SQL Server,10,Full time employee,Yes,12,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,5,Full time employee,No,275,Not Asked,Not Asked,70400
United States,Microsoft SQL Server,11,Full time employee,No,100,Not Asked,Not Asked,200000
United States,Microsoft SQL Server,8,Full time employee,No,15,Not Asked,Not Asked,71594
United States,Microsoft SQL Server,14,Independent or freelancer or company owner,No,7,Not Asked,Not Asked,124800
United Kingdom,Microsoft SQL Server,8,Full time employee,Yes,4,Not Asked,Not Asked,62000
United States,Microsoft SQL Server,17,Full time employee,No,225,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,12,Full time employee,Yes,60,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,7,Full time employee,No,10,Not Asked,Not Asked,109000
United States,Microsoft SQL Server,20,Full time employee,Yes,10,Not Asked,Not Asked,147000
United States,Microsoft SQL Server,10,Full time employee,No,200,Not Asked,Not Asked,117000
United States,Microsoft SQL Server,3,Full time employee,No,78,Not Asked,Not Asked,110000
United Kingdom,Microsoft SQL Server,4,Full time employee,Yes,20,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,17,Full time employee,Yes,10,Not Asked,Not Asked,145000
United States,Microsoft SQL Server,20,Full time employee,Yes,40,Not Asked,Not Asked,100000
United Kingdom,Microsoft SQL Server,4,Full time employee,No,1,Not Asked,Not Asked,55845
United States,Microsoft SQL Server,20,Full time employee,No,20,Not Asked,Not Asked,142000
United States,Microsoft SQL Server,12,Full time employee,No,80,Not Asked,Not Asked,115000
United Kingdom,Microsoft SQL Server,11,Full time employee,No,3,Not Asked,Not Asked,55800
United States,Microsoft SQL Server,15,Full time employee,No,5,Not Asked,Not Asked,73000
United States,Microsoft SQL Server,11,Full time employee,No,70,Not Asked,Not Asked,81000
United States,Microsoft SQL Server,6,Full time employee,No,3,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,10,Full time employee,No,25,Not Asked,Not Asked,96108
United States,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Not Asked,165000
United States,Microsoft SQL Server,10,Full time employee,No,50,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,15,Full time employee,No,300,Not Asked,Not Asked,102000
United States,Microsoft SQL Server,15,Full time employee,Yes,105,Not Asked,Not Asked,123634
United States,Microsoft SQL Server,20,Full time employee,Yes,7,Not Asked,Not Asked,113300
United States,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Not Asked,118500
United States,Microsoft SQL Server,7,Full time employee,No,75,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,10,Full time employee,No,100,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,6,Full time employee,Yes,200,Not Asked,Not Asked,117000
United States,Microsoft SQL Server,21,Full time employee,No,20,Not Asked,Not Asked,102000
United Kingdom,Microsoft SQL Server,22,Full time employee,No,25,Not Asked,Not Asked,59000
United States,Microsoft SQL Server,14,Full time employee,Yes,60,Not Asked,Not Asked,135000
United States,Microsoft SQL Server,12,Full time employee,Yes,15,Not Asked,Not Asked,138000
United States,Oracle,25,Full time employee,No,4,Not Asked,Not Asked,107000
United States,Microsoft SQL Server,10,Full time employee,Yes,5,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,15,Full time employee,No,68,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,9,Full time employee,Yes,8,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,5,Full time employee of a consulting/contracting company,No,300,Not Asked,Not Asked,104000
United States,Microsoft SQL Server,10,Full time employee,Yes,400,Not Asked,Not Asked,116000
United States,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,No,30,Not Asked,Not Asked,135000
United States,Microsoft SQL Server,20,Full time employee,No,50,Not Asked,Not Asked,108000
United States,Microsoft SQL Server,18,Full time employee,No,15,Not Asked,Not Asked,84000
